 gene 	 metA1a 	 metA1b 	 metB1a 	 metB1b 	 metA10a 	 metA10b 	 metB10a 	 metB10b 	 mtrA1a 	 mtrA1b 	 mtrB1a 	 mtrB1b 	 mtrA10a 	 mtrA10b 	 mtrB10a 	 mtrB10b 
 yvgJ 	 482.2069 	 497.4138 	 328.1379 	 344.3793 	 524.8276 	 546.4828 	 552.6207 	 562.069 	 457.6897 	 466.2758 	 331,00   	 305.1724 	 438.7586 	 493.0345 	 476.6207 	 491.931 
 sdhA 	 972.6896 	 976.7241 	 787.9655 	 767.4138 	 1386.828 	 1395.31 	 1889.862 	 1927.931 	 979.1379 	 999.2759 	 774.7931 	 761.3448 	 1612.655 	 1538.414 	 1845.517 	 1921.448 
 ctaE 	 363,00   	 348.3448 	 250.5862 	 254.1035 	 606.4138 	 594.8276 	 562.5517 	 562.2414 	 357.2414 	 369.3793 	 280.0345 	 284.5517 	 637.8621 	 600.5862 	 621.4138 	 619.069 
 yjaZ 	 352.4138 	 394.1724 	 250.8965 	 231.2414 	 381.1035 	 395.1035 	 400.2758 	 406.6897 	 357.8276 	 370.1035 	 249.1379 	 282.8621 	 378.2069 	 425.8621 	 417.5862 	 429.7242 
 yqaT 	 580.7241 	 584.1379 	 402.4483 	 361.8276 	 935.931 	 926.1035 	 1030.241 	 996.5862 	 574.5862 	 562.6896 	 401.3448 	 382.7586 	 922.1035 	 956.8621 	 1020.448 	 1041.69 
 rplL 	 1305.207 	 1389.552 	 1073.207 	 953.2069 	 1807.483 	 1800.862 	 1712.483 	 1832.345 	 956.3448 	 996.9655 	 1059.966 	 1066.759 	 1235.207 	 1381.655 	 1762.69 	 1776.655 
 rplQ 	 1135.241 	 1177.414 	 946.7931 	 1007.931 	 1800.621 	 2006.379 	 1407.931 	 1468.897 	 893.7586 	 895.2069 	 942.8276 	 1054.931 	 1621.862 	 1726.034 	 1622.448 	 1600.966 
 yuxH 	 312.7242 	 351.2758 	 235.6897 	 237.6552 	 414.9655 	 475.6897 	 371.931 	 417.0345 	 260.1379 	 279.0345 	 240.7241 	 238.4483 	 393.4828 	 452.0345 	 335.8621 	 419.9655 
 yvaP 	 748.5172 	 766.0345 	 490.3448 	 513.1724 	 1157.414 	 1100.241 	 900.8965 	 949.2759 	 740.7931 	 729.4138 	 527.8276 	 537.069 	 1087.276 	 1065.897 	 988.7931 	 970.1379 
 yvdK 	 2080.345 	 2089.828 	 1652.172 	 1711.966 	 3525.069 	 3230.483 	 3867.31 	 4534.759 	 1870.828 	 1849.241 	 1628.414 	 1754.276 	 3512.552 	 3777.69 	 4690.104 	 4721.104 
 yozL 	 469.3793 	 416.8621 	 358.8621 	 349.931 	 644.7241 	 551.5862 	 853.1724 	 965.8276 	 469.069 	 387.8621 	 347.4828 	 320.6897 	 772.931 	 614.2414 	 878.9655 	 692.6552 
 ykfA 	 2147.448 	 2218.138 	 1 816,00   	 1902.897 	 2597.483 	 2584.931 	 3431.31 	 3912.621 	 2284.586 	 2271.172 	 1842.345 	 1952.103 	 2749.552 	 2998.621 	 3877.483 	 3796.172 
 yshA 	 1601.621 	 1596.586 	 723.3793 	 730.1724 	 1 588,00   	 1818.69 	 1219.483 	 1286.103 	 1343.759 	 1388.655 	 695.0345 	 683.3448 	 1779.207 	 1919.069 	 1208.069 	 1170.034 
 rplV 	 2719.31 	 2 797,00   	 2828.069 	 3049.379 	 6727.035 	 5344.172 	 7898.276 	 8716.827 	 1 991,00   	 1975.552 	 2889.483 	 2916.586 	 5408.172 	 5541.379 	 8583.552 	 8528.966 
 nprB 	 568.2414 	 508.6897 	 532.0345 	 357.2069 	 850.8621 	 582.7586 	 959.931 	 672.3104 	 497.4483 	 363.8276 	 456.6552 	 309.3448 	 861.6552 	 548.4483 	 1182.172 	 558.8276 
 murZ 	 636.931 	 631.931 	 434.8965 	 446.6552 	 920.2414 	 826.5172 	 794.6552 	 881.7931 	 522.5517 	 547.5172 	 475.931 	 477.2758 	 997.6207 	 1050.759 	 789.1035 	 767.8965 
 yfjC 	 733.9655 	 722.8965 	 582.4828 	 529,00   	 795.1724 	 797.1035 	 757.5517 	 753.7931 	 697.7586 	 711.4138 	 544.5517 	 536.1724 	 913.0345 	 866.7586 	 693.6896 	 682.2414 
 natA 	 715.8965 	 723.4828 	 681.6207 	 674.069 	 942.2759 	 949,00   	 1111.103 	 1200.103 	 666.069 	 662.6896 	 578.8276 	 591,00   	 1066.138 	 998.6552 	 1160.034 	 1108.724 
 ydgD 	 589.9655 	 623.6896 	 446.6552 	 415.0345 	 780.2759 	 729.4138 	 768.2414 	 857.4138 	 535.931 	 521.6552 	 366.8965 	 388.2069 	 675.4483 	 783.069 	 758.5172 	 775.4483 
 ylaM 	 991.9655 	 955.4138 	 641.5172 	 600.2414 	 874.2414 	 775.0345 	 973.6207 	 1084.69 	 922.8276 	 911.3104 	 547.7586 	 555.7241 	 839.8621 	 847.4483 	 1004.655 	 1001.172 
 ytgA 	 425.5172 	 388.2758 	 285.6552 	 274.2758 	 601.1379 	 617,00   	 447.7242 	 517.2414 	 334.1379 	 326.4483 	 250.5172 	 226.5172 	 516.1379 	 455.1379 	 396.4828 	 418.069 
 rpsN 	 1565.241 	 1619.724 	 1281.483 	 1200.724 	 2395.655 	 2488.828 	 2378.724 	 2519.621 	 1094.034 	 1155.414 	 1163.759 	 1190.724 	 2273.414 	 2 370,00   	 2475.414 	 2576.69 
 yoaR 	 404.069 	 408.931 	 285.9655 	 242.8621 	 530.5517 	 480.0345 	 557.4483 	 558.4828 	 346.6207 	 341.9655 	 233.7931 	 232.6207 	 554.6552 	 484.2414 	 520.8276 	 446.069 
 lctE 	 1198.621 	 1242.586 	 635.3104 	 710.8276 	 1748.724 	 1793.897 	 1083.345 	 1075.276 	 728.8965 	 772.5862 	 219.3793 	 241.8276 	 1298.724 	 1345.207 	 298.3793 	 346.1379 
 mobA 	 427,00   	 429.9655 	 288.7242 	 323.5862 	 522.8621 	 536.1035 	 483.6897 	 504.3103 	 364.4483 	 370.069 	 291.931 	 284.8276 	 522.6207 	 511.7242 	 452.9655 	 420.3103 
 murB 	 611.4483 	 709.3104 	 489.2758 	 587.1035 	 819,00   	 1011.966 	 681.8621 	 885.8621 	 533.4138 	 687.9655 	 425.5517 	 527.3793 	 713.4483 	 836.3104 	 687.2069 	 931,00   
 rplJ 	 4013.828 	 4014.138 	 3558.69 	 3363.345 	 4838.345 	 5030.035 	 5817.552 	 5724.172 	 3761.345 	 3887.793 	 2797.724 	 2935.276 	 5104.724 	 5139.035 	 5554.483 	 5908.621 
 cheA 	 408.6552 	 624.2069 	 301.2414 	 445.1379 	 495.4483 	 749.8276 	 429.4828 	 833.3448 	 416.4483 	 552.7586 	 264.6207 	 374.6207 	 498.1035 	 654.7931 	 448.2069 	 731,00   
 yuiF 	 1491.931 	 1509.172 	 1052.517 	 1021.104 	 1778.931 	 1770.207 	 1728.448 	 1721.241 	 1435.448 	 1491.793 	 878.8276 	 881.4138 	 1844.724 	 1883.552 	 1617.621 	 1712.552 
 adk 	 1 344,00   	 1332.966 	 1401.207 	 1254.621 	 1914.034 	 1581.414 	 1714.138 	 1754.483 	 1120.621 	 1061.69 	 1122.103 	 1163.759 	 1686.759 	 1751.172 	 1863.586 	 1825.207 
 yurH 	 481.5172 	 460.7586 	 359,00   	 319.5862 	 502.6207 	 519.8276 	 694.5517 	 587,00   	 373.4828 	 451.3793 	 378.7242 	 264.0345 	 531.6207 	 447.9655 	 443.4138 	 452.069 
 pbpC 	 386.6207 	 340.1724 	 305.6207 	 259.9655 	 519.3448 	 493.069 	 424.5862 	 338.6207 	 350.2069 	 286.7242 	 260.2069 	 253,00   	 587.2414 	 514.069 	 398.8276 	 360.8965 
 recA 	 1261.138 	 1248.034 	 756.4483 	 745.4483 	 1746.414 	 1773.069 	 1186.517 	 1213.31 	 989.7931 	 985.3104 	 631.7931 	 616.6896 	 1885.655 	 1 849,00   	 1149.759 	 1128.069 
 dnaA 	 646.4483 	 640.2414 	 527,00   	 506.2758 	 840.2759 	 983.4138 	 837.4828 	 826.1379 	 541.069 	 492.1035 	 422.3448 	 473.8276 	 844.7586 	 834.3104 	 891.8621 	 949.2759 
 yrkN 	 549.6552 	 564.931 	 390.069 	 374.5862 	 606.3793 	 648.931 	 624.8621 	 621.5862 	 561.1379 	 551.8621 	 353.0345 	 305.2414 	 678.7931 	 669.3448 	 701.5172 	 613.2069 
 yocN 	 610.7241 	 556.3448 	 456.8276 	 430.8965 	 684.1379 	 683.3448 	 767.6207 	 735.069 	 583.7931 	 585.6896 	 419.3448 	 382.9655 	 894.5862 	 867.3448 	 762.1724 	 784.0345 
 yvbA 	 536.1379 	 477.1035 	 354.2758 	 397.3448 	 669.6207 	 701.069 	 609.8276 	 638.069 	 540.6207 	 486.4138 	 272.6207 	 307.7242 	 945.7931 	 979.4483 	 556.6207 	 593.8621 
 rpsI 	 1505.517 	 1549.483 	 1571.69 	 1550.345 	 2357.345 	 2330.931 	 1884.069 	 2077.552 	 1154.034 	 1094.379 	 1280.172 	 1329.793 	 1887.931 	 1 988,00   	 2132.69 	 2305.276 
 yqkB 	 572.1379 	 588.7241 	 488.1379 	 498.5172 	 743.8276 	 797.4828 	 694.4828 	 743.6896 	 583.1724 	 641.9655 	 432.0345 	 441.2414 	 890.2414 	 874.8621 	 790.069 	 914.1724 
 yhaP 	 289.3103 	 286,00   	 229.7931 	 219.2414 	 349.5862 	 392.2069 	 281.069 	 303.069 	 255.2414 	 257.8965 	 209.1724 	 209.2069 	 350.4483 	 380.1724 	 279.6207 	 277.1724 
 ymcA 	 629.2069 	 586.931 	 618.5862 	 594.4483 	 926.6207 	 971.5172 	 711.5517 	 715.069 	 607.7586 	 652.3104 	 515.6552 	 482.6552 	 1152.69 	 1182.172 	 800.3793 	 843.4483 
 yuxK 	 532.4483 	 496.2069 	 457.931 	 432.2414 	 788,00   	 763.1724 	 747.6207 	 762.4483 	 526.1035 	 507.6207 	 355.069 	 340.6897 	 839.069 	 838.3793 	 727.5862 	 738.7931 
 birA 	 445.7242 	 446.4828 	 411.3448 	 393.4138 	 564.1724 	 530.9655 	 556.7241 	 575.8965 	 434.1379 	 422.2414 	 359.4483 	 384.6552 	 587.8621 	 607.1035 	 634.8621 	 628.9655 
 yuaE 	 428.7586 	 453.4483 	 377.6552 	 364.8276 	 742.0345 	 768.3104 	 554.1035 	 519.2069 	 501,00   	 492.5172 	 315.2414 	 286.8276 	 879.2759 	 878.6207 	 575.6552 	 617,00   
 yvyC 	 218.8621 	 193.6552 	 221.9655 	 186.3448 	 303.3448 	 301.7586 	 240.3448 	 238,00   	 194.069 	 215,00   	 172.8621 	 161.3448 	 269.5517 	 265.1724 	 265.7931 	 264,00   
 tgl 	 999.2414 	 1029.172 	 651.8276 	 658.1035 	 596.6552 	 558.7586 	 655.6552 	 561.4828 	 957.0345 	 990.5862 	 576.8276 	 572.1035 	 566.2759 	 628.931 	 682.5172 	 656.8276 
 ydjD 	 706.8965 	 702.6552 	 560.6207 	 537.6207 	 802.7241 	 745.4828 	 782.0345 	 774.4138 	 652.8621 	 688.7241 	 452.1724 	 496.1724 	 911.1724 	 900.8276 	 871.9655 	 863.8621 
 ynbA 	 334.2414 	 353.7242 	 265.8621 	 271.6207 	 424.9655 	 415.4828 	 380.2414 	 415.5862 	 324.9655 	 306.2758 	 247.2414 	 244.8965 	 453.1035 	 497.1035 	 400.4483 	 453.3793 
 pksE 	 716.3104 	 713.5862 	 675.2759 	 667.4138 	 942.0345 	 855.1035 	 1525.552 	 1426.828 	 708.4828 	 701.7586 	 503.8621 	 494.8621 	 1402.138 	 1334.069 	 1583.241 	 1583.69 
 yqxM 	 908.1724 	 877.8965 	 581.2414 	 634.2414 	 1030.759 	 1091.517 	 814.8276 	 819.7931 	 739.1379 	 699.3448 	 468.0345 	 485.5172 	 1072.828 	 1107.552 	 579.2759 	 533.9655 
 ybcF 	 305.8621 	 315.8965 	 285.069 	 261.8965 	 351.3448 	 348.0345 	 385.1035 	 354.2414 	 256.1379 	 288.3793 	 226.4138 	 208.2069 	 381.4483 	 339.1724 	 355.069 	 351.4828 
 sacY 	 456.069 	 477.2069 	 315.7242 	 322.2414 	 440.7586 	 516.6207 	 490.5862 	 481.0345 	 393.1035 	 384.8276 	 275.7586 	 253.8965 	 503.8276 	 493.931 	 460.069 	 566.3448 
 narK 	 1213.345 	 1187.276 	 1224.517 	 1143.966 	 1780.448 	 1888.31 	 3193.379 	 3159.31 	 1136.931 	 1072.517 	 1049.966 	 957.4483 	 2397.862 	 2261.172 	 3247.172 	 3216.31 
 ydcM 	 734.5862 	 809.1035 	 511.8276 	 524.2759 	 683.069 	 855.3104 	 985.4828 	 1016.966 	 687,00   	 737.6207 	 507.069 	 456.069 	 947.8621 	 985.931 	 844.1379 	 881.1724 
 yflT 	 712.3793 	 740.2414 	 535.3793 	 502.4828 	 1112.621 	 1076.69 	 1357.897 	 1447.069 	 688.4138 	 691.3793 	 486.2069 	 498.1035 	 1142.207 	 1211.724 	 1301.414 	 1396.966 
 argE 	 313.3793 	 324.4828 	 221.3103 	 275.3793 	 317.4828 	 408.4828 	 340.4138 	 445.8621 	 264.5862 	 324.8965 	 258.2069 	 231.4138 	 402.7931 	 432.1379 	 296.1724 	 422.069 
 phoD 	 814.8621 	 868.0345 	 602.4138 	 608.5862 	 1044.793 	 1081.586 	 1474.897 	 1494.897 	 801.6896 	 776.8621 	 543.6896 	 538.5517 	 1146.793 	 1158.483 	 1219.828 	 1263.586 
 ykrV 	 520.1724 	 563.5172 	 459.4138 	 425.5862 	 782.8276 	 775.7586 	 615.3448 	 638.2414 	 564.4138 	 570.4483 	 389.7931 	 432.4828 	 992.6896 	 1004.241 	 601.3793 	 590.4138 
 yuiG 	 383.2758 	 415.8621 	 317.931 	 330.5172 	 548.8276 	 547.2414 	 460.5517 	 469.931 	 388.2069 	 418.931 	 265.5517 	 299.069 	 620.2069 	 574.7241 	 445.2069 	 386.3103 
 yolF 	 570.7931 	 593.9655 	 431.931 	 449.7931 	 1082.103 	 1035.69 	 959.7241 	 1013.552 	 633.7931 	 673.1035 	 341.3448 	 380.2758 	 1244.276 	 1247.448 	 844.7931 	 851,00   
 yukE 	 2343.552 	 2371.138 	 1824.345 	 1915.172 	 3283.241 	 3114.759 	 2662.828 	 2822.793 	 2439.517 	 2 457,00   	 1395.931 	 1494.621 	 4035.172 	 4213.793 	 2302.104 	 2352.759 
 yfhS 	 459.5172 	 499.5517 	 257.8621 	 311.8276 	 469.1724 	 503.2758 	 453.3103 	 455.6897 	 360,00   	 423.9655 	 303.7586 	 339,00   	 568.4828 	 613.5172 	 387,00   	 408.8965 
 yhdN 	 2967.552 	 3104.448 	 2109.483 	 2073.621 	 2271.966 	 2342.862 	 2859.241 	 3173.828 	 2311.104 	 2591.345 	 2025.931 	 2160.931 	 3322.104 	 3444.276 	 2697.655 	 2750.69 
 ypsB 	 1151.345 	 1180.034 	 758,00   	 817.5172 	 1205.31 	 1194.621 	 1396.207 	 1434.621 	 965.7931 	 1016.655 	 656.7241 	 767.0345 	 1412.759 	 1461.414 	 1272.724 	 1289.276 
 gerKA 	 3895.621 	 4081.241 	 2617.793 	 2567.759 	 2878.759 	 2990.345 	 2763.172 	 2971.241 	 3446.483 	 3600.31 	 2237.69 	 2383.621 	 3 589,00   	 3658.69 	 2635.379 	 2877.69 
 yknY 	 1025.552 	 998.1035 	 596.2414 	 573.7586 	 1317.897 	 1350.345 	 1229.172 	 1255.034 	 823.4138 	 799.069 	 554.069 	 579.7931 	 1823.345 	 1858.655 	 1 099,00   	 1230.828 
 ywtE 	 405.3793 	 368.1724 	 307.1724 	 272.4483 	 527.1724 	 460.1379 	 426.0345 	 403.3793 	 362.9655 	 315.0345 	 266.8965 	 244.1379 	 642.7241 	 610.7931 	 449.7242 	 387.069 
 cheR 	 776.7241 	 730.3793 	 644.7241 	 596.4138 	 715.931 	 689.8276 	 966.3104 	 978.8621 	 704.1724 	 680.8965 	 568.7931 	 547.7241 	 867.2759 	 857.7241 	 964.2414 	 907.7241 
 yurT 	 453.3793 	 384.3793 	 330.2414 	 288.4483 	 476.7931 	 473.5172 	 499.1379 	 518.1379 	 323.8621 	 318.4483 	 253.6552 	 228.931 	 612.8276 	 480.7242 	 473.2758 	 435.5517 
 yoqE 	 1059.414 	 1000.896 	 753.5517 	 727.8621 	 1153.069 	 1282.759 	 1276.759 	 1302.241 	 1015.862 	 1009.448 	 691.6896 	 702.7586 	 1380.897 	 1414.345 	 1298.862 	 1264.138 
 appB 	 552.1035 	 530.4483 	 392.7931 	 415.2414 	 883,00   	 846.1035 	 692.8965 	 652.7241 	 644.5172 	 584.6896 	 360.5172 	 389.4483 	 1266.69 	 1386.414 	 637.6207 	 600.4138 
 yqaN 	 788,00   	 813.8621 	 541.4828 	 570.3793 	 1032.379 	 1049.276 	 1066.31 	 1099.172 	 742.3104 	 729.3448 	 539.2069 	 480.931 	 997,00   	 1157.241 	 987.1035 	 962.1724 
 rsbU 	 1956.828 	 1924.793 	 1311.138 	 1273.103 	 1821.862 	 1819.483 	 1653.483 	 1 658,00   	 1843.931 	 1836.379 	 1257.069 	 1235.103 	 2021.828 	 2017.517 	 1422.724 	 1538.069 
 ylaH 	 1009.931 	 1084.483 	 828.4138 	 744.4828 	 1474.172 	 1519.793 	 1480.793 	 1637.862 	 946.2759 	 930.6896 	 721.5517 	 818.4138 	 1741.793 	 1852.379 	 1439.793 	 1497.241 
 yxjM 	 507.0345 	 473.4483 	 328.1035 	 299.4138 	 521.7931 	 417.5517 	 463.6897 	 419.4828 	 430.1035 	 457.4483 	 297.7586 	 295.4828 	 501.2069 	 503.8276 	 393.0345 	 365.1379 
 ypaA 	 452.5172 	 465.4483 	 349.3448 	 336.069 	 568,00   	 551.0345 	 587.3793 	 587.5862 	 400.931 	 445.1724 	 359,00   	 358.2069 	 745.8965 	 733.3104 	 539.3448 	 540.3448 
 yvlB 	 668.9655 	 651.1379 	 469.6897 	 496.8621 	 864.069 	 797.6552 	 852.6207 	 873.5862 	 578,00   	 598.6896 	 440.4138 	 489.3103 	 801.3793 	 887.3104 	 767.1035 	 730.6207 
 yopV 	 533.6207 	 552.5862 	 350.6552 	 324.3793 	 714.7586 	 723.7586 	 768.0345 	 901.931 	 465.6207 	 478.2414 	 373.7931 	 375.3103 	 822.5172 	 844.2414 	 835.8965 	 861.1035 
 ykcA 	 392.931 	 361.6552 	 292.4828 	 292.1035 	 486.069 	 425.7931 	 448.8621 	 432.1379 	 392.6897 	 392,00   	 275.931 	 276.7586 	 507.4138 	 479.7931 	 398.931 	 414.931 
 ytxD 	 1120.897 	 1076.31 	 669.3448 	 719.2414 	 1254.31 	 1041.655 	 1281.517 	 1316.655 	 935.7931 	 915.8276 	 704.6552 	 670,00   	 1387.414 	 1278.759 	 1229.828 	 1330.31 
 ydhK 	 4097.552 	 4135.621 	 2506.379 	 2431.896 	 2976.104 	 2741.172 	 2701.586 	 2850.896 	 3981.345 	 3608.034 	 2590.172 	 2720.172 	 3554.379 	 3784.207 	 2702.483 	 2669.241 
 ylmF 	 799.6207 	 769.4483 	 557.7241 	 520.8621 	 1080.448 	 1090.655 	 1106.517 	 1218.517 	 675.4483 	 670.5517 	 658.3448 	 689.2069 	 1378.759 	 1400.483 	 1092.069 	 1170.172 
 abrB 	 451.4483 	 428.8965 	 319.7242 	 258.1724 	 579.2759 	 530.5862 	 513.5517 	 474.7242 	 412.7242 	 360.9655 	 325.1035 	 348.5172 	 612.2414 	 556.3448 	 551.3448 	 527.7586 
 yqhK 	 1175.345 	 1249.793 	 816.1724 	 824.3448 	 1885.966 	 1966.448 	 2070.966 	 2118.207 	 1110.172 	 1111.966 	 853.6896 	 891.069 	 2399.104 	 2427.483 	 1828.897 	 1927.345 
 ggaA 	 375.8276 	 336.6207 	 249.0345 	 252.1035 	 440.7242 	 410.069 	 393.7586 	 411.2414 	 308.7242 	 287.8965 	 236.6897 	 258.2414 	 434.3103 	 426.2414 	 403.5172 	 358.6552 
 yopI 	 353.8276 	 385.5172 	 270.1035 	 281.1035 	 448.5172 	 468.5172 	 542.3104 	 591.069 	 314.4138 	 381.3103 	 315.3103 	 306.6207 	 494,00   	 478.1379 	 548.4828 	 561.3448 
 ylbC 	 403.7931 	 398.5862 	 313.9655 	 317.6207 	 565.8621 	 542.2414 	 557.7241 	 462.8276 	 448.2414 	 396.3448 	 333.2414 	 320,00   	 622.7931 	 591.9655 	 527.7586 	 520.7241 
 ytxN 	 1497.31 	 1558.931 	 1027.517 	 1043.759 	 1774.552 	 1917.069 	 2076.552 	 2180.724 	 1371.793 	 1383.586 	 1033.31 	 1043.448 	 2079.483 	 2205.793 	 1878.483 	 1942.345 
 yerF 	 1992.345 	 1946.138 	 1974.448 	 1939.655 	 2856.31 	 2938.069 	 4038.724 	 4352.276 	 1992.552 	 2045.31 	 1913.517 	 1961.345 	 2878.517 	 2842.414 	 4004.517 	 4207.276 
 rpsP 	 942.4138 	 927.7241 	 767.7586 	 697.0345 	 1318.207 	 1349.586 	 1198.276 	 1323.276 	 765.0345 	 773.1724 	 701.3104 	 742.3793 	 1089.552 	 1109.552 	 1304.828 	 1365.241 
 yfiO 	 344.7931 	 390.2758 	 275.2758 	 281.3793 	 440.2069 	 505.6897 	 450.5517 	 480.4828 	 337.0345 	 379.7931 	 269.5517 	 276.4828 	 483.9655 	 473.8965 	 462.1724 	 505.8621 
 sigA 	 893.4483 	 875.1724 	 667.6896 	 736.6207 	 1430.793 	 1480.655 	 1126.69 	 1157.552 	 773.9655 	 793.3104 	 635.7241 	 680.6552 	 1406.034 	 1400.172 	 1057.69 	 1114.276 
 ywoC 	 408.4138 	 463.4483 	 279.3793 	 253.8965 	 535.6207 	 494.2758 	 551.1724 	 549.6552 	 386.3793 	 332.5862 	 249.1724 	 273.9655 	 490.7242 	 440.3793 	 505.2414 	 462.1379 
 yebF 	 1741.759 	 1735.793 	 1220.103 	 1215.552 	 2381.069 	 2298.241 	 2801.828 	 2837.414 	 1765.655 	 1802.759 	 1130.897 	 1174.276 	 2251.621 	 2181.069 	 3182.621 	 3101.483 
 clpY 	 779.4483 	 603.7586 	 593.6552 	 488.0345 	 1218.793 	 969.1379 	 1005.586 	 856.1035 	 683.5517 	 553.3793 	 567,00   	 507.8965 	 1080.966 	 851.8965 	 1129.31 	 928.931 
 yvdB 	 3057.345 	 3126.621 	 2217.896 	 2190.138 	 3973.104 	 3803.414 	 4173.379 	 4225.311 	 3246.552 	 3252.759 	 2 228,00   	 2330.759 	 4042.69 	 3972.207 	 4997.311 	 4663.689 
 yesS 	 438.6207 	 355.8276 	 206.6207 	 204.8965 	 425.4483 	 345.8276 	 442.5517 	 304.3448 	 316,00   	 244.4483 	 207.8965 	 199.1724 	 433.1379 	 302.5172 	 440.5862 	 307.8965 
 ynzF 	 362.9655 	 358.2069 	 313.1379 	 294.931 	 524.9655 	 551.5862 	 482.069 	 469.3448 	 365.2069 	 376.3793 	 267.8276 	 265.7586 	 503.6207 	 507.4138 	 491.4483 	 450.4138 
 prsA 	 258,00   	 253.069 	 216.1724 	 220.2759 	 308.1379 	 289.1379 	 313.7242 	 268.1035 	 266.4138 	 254.8621 	 178.3103 	 176.4138 	 329.3448 	 289.5517 	 309.3103 	 284.8965 
 yqcC 	 340.6207 	 334.5517 	 236.6552 	 236.8621 	 384.4828 	 381.5172 	 418.5172 	 379.4828 	 321.8965 	 310.069 	 248.8965 	 230.4138 	 403.9655 	 375.3793 	 411,00   	 382.1724 
 ywkB 	 280.4483 	 278.6207 	 236,00   	 220.931 	 381.4138 	 341,00   	 343.0345 	 321.1035 	 226.8276 	 247.4483 	 216.2414 	 215.1379 	 339.4138 	 328.2069 	 316.8276 	 314.8621 
 ywrA 	 458.0345 	 466.8276 	 454.5862 	 444.3103 	 859.6552 	 930.7586 	 906.2069 	 912.0345 	 354.6207 	 388.3448 	 375.6207 	 430.2758 	 681.0345 	 724.3793 	 892.7586 	 925.2759 
 yndL 	 309.8621 	 301.2069 	 190.4138 	 214.2759 	 286.2414 	 323.2414 	 302.4138 	 289.7242 	 293.3448 	 232.931 	 200.0345 	 246.1724 	 352.7931 	 350.5862 	 279.6897 	 301.3448 
 rocA 	 277.8621 	 258.5517 	 228.4138 	 244.7241 	 327.8965 	 350.6207 	 304.069 	 326.4483 	 227.1035 	 239.7586 	 203.4138 	 209.1379 	 322.6552 	 318.9655 	 291.9655 	 349.7242 
 yfnF 	 823.4138 	 830.4138 	 508.7931 	 514.7586 	 800.2069 	 887.931 	 738.4483 	 710.069 	 782.8965 	 747.0345 	 553.8276 	 524.931 	 846,00   	 865.6552 	 687.3104 	 720.4138 
 yoxC 	 787.3793 	 786.7931 	 542.9655 	 535.5172 	 995.1035 	 1017.862 	 1081.897 	 1140.966 	 643.1035 	 651.1379 	 510.7931 	 541.931 	 978.4828 	 1026.069 	 1121.655 	 1161.724 
 yjcH 	 456.2758 	 429.4483 	 327.6552 	 317.3793 	 592.7586 	 586.4828 	 512.0345 	 508.7242 	 442.0345 	 433.4483 	 324.3103 	 318.6552 	 661.3793 	 671.7586 	 556.8276 	 535.8621 
 cypA 	 482.1724 	 501.7586 	 337.5172 	 327.931 	 598.7586 	 563.4483 	 547.7931 	 555.931 	 445.6552 	 451,00   	 299.069 	 359.8965 	 523.3448 	 549.6896 	 518.3104 	 543.5517 
 ywbO 	 715.2759 	 694.7586 	 462.7931 	 509.2069 	 1066.034 	 987.3793 	 1039.552 	 1023.793 	 694.069 	 670.6896 	 487.2414 	 499.6207 	 1189.448 	 1149.931 	 1024.966 	 999.4483 
 yhbD 	 499,00   	 492.4828 	 412.3448 	 356.6552 	 542.2414 	 515.4138 	 677,00   	 811.4138 	 532.3104 	 501.3448 	 360.5172 	 397.8621 	 610.1035 	 684.2759 	 704.4138 	 659.8276 
 yomQ 	 1008.483 	 1032.862 	 663.6552 	 687.3104 	 1310.345 	 1309.31 	 1870.759 	 2036.69 	 930.1379 	 974.3104 	 614.5172 	 637.9655 	 1464.172 	 1 519,00   	 1813.345 	 1896.586 
 yxxF 	 1 267,00   	 1285.793 	 736.5862 	 763.6552 	 1409.69 	 1454.103 	 1779.621 	 1888.31 	 1207.759 	 1236.828 	 717.2414 	 723.0345 	 1265.103 	 1329.897 	 1879.138 	 1907.517 
 yfhC 	 1323.828 	 1299.31 	 876,00   	 955.8621 	 1564.034 	 1544.103 	 1365.31 	 1347.517 	 1327.793 	 1333.241 	 880.8276 	 861.5517 	 1623.552 	 1623.828 	 1356.655 	 1306.69 
 yoqT 	 1072.655 	 1094.31 	 798.4828 	 810.6552 	 1320.621 	 1328.31 	 1377.621 	 1456.103 	 917.4138 	 961.4828 	 696.4483 	 697.1724 	 1352.655 	 1378.069 	 1371.966 	 1418.379 
 slp 	 306.3103 	 256.1724 	 225.069 	 224.0345 	 377.2069 	 387.1724 	 412.8965 	 357.0345 	 249.5862 	 270.4483 	 258.2069 	 201.9655 	 426.3448 	 382.4483 	 362.4483 	 374.4483 
 yrvE 	 496.4138 	 506.5517 	 435.8621 	 415.5517 	 793.6552 	 795.8276 	 1025.586 	 1119.793 	 494.6897 	 445.7242 	 368.3793 	 386.7242 	 722.7241 	 674.7586 	 1077.793 	 1116.069 
 yxeO 	 1113.655 	 1064.103 	 965.5862 	 969.6896 	 2117.828 	 2059.31 	 1923.552 	 2 023,00   	 1010.207 	 974.7586 	 849,00   	 991.4138 	 2373.207 	 2562.517 	 1845.966 	 1876.793 
